loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,purpose
35000.0,36 months,15.15,1215.86,D,D5,5 years,RENT,46770.25,Source Verified,Fully Paid,10.06,0.0,2.0,12.0,0.0,13398.37,25.7,28.0,home_improvement
15000.0,36 months,12.32,500.51,C,C2,10+ years,MORTGAGE,61856.06,Source Verified,Fully Paid,9.74,0.0,0.0,4.0,0.0,27664.17,4.7,12.0,credit_card
15000.0,36 months,18.17,543.57,D,D4,6 years,MORTGAGE,42650.74,Not Verified,Fully Paid,4.01,0.0,0.0,3.0,1.0,2811.07,17.9,15.0,debt_consolidation
30000.0,60 months,15.04,714.33,C,C3,1 year,RENT,38192.58,Not Verified,Fully Paid,8.37,1.0,2.0,1.0,0.0,3376.29,69.7,2.0,other
15000.0,36 months,10.19,485.35,B,B5,7 years,MORTGAGE,28531.34,Verified,Fully Paid,0.4,0.0,0.0,2.0,0.0,4070.78,2.7,7.0,credit_card
35000.0,36 months,16.5,1239.15,D,D4,10+ years,MORTGAGE,44809.08,Verified,Charged Off,19.1,0.0,0.0,17.0,0.0,15479.84,63.3,27.0,home_improvement
10000.0,36 months,7.5,311.06,A,A2,7 years,MORTGAGE,42797.87,Not Verified,Fully Paid,12.15,0.0,0.0,8.0,0.0,27020.76,28.6,12.0,small_business
5000.0,60 months,5.12,94.63,A,A4,4 years,RENT,194962.65,Verified,Fully Paid,22.3,1.0,0.0,12.0,0.0,21190.32,,19.0,debt_consolidation
25000.0,60 months,11.91,554.97,C,C5,2 years,MORTGAGE,108496.57,Source Verified,Fully Paid,11.02,0.0,1.0,11.0,0.0,18332.03,56.0,18.0,debt_consolidation
15000.0,36 months,15.81,525.95,D,D1,6 years,RENT,49324.78,Verified,Fully Paid,3.81,0.0,0.0,24.0,0.0,7596.75,,28.0,house
15000.0,36 months,18.03,542.51,E,E1,10+ years,RENT,40282.88,Verified,Fully Paid,5.49,0.0,0.0,3.0,0.0,545.09,8.9,11.0,car
15000.0,36 months,8.74,475.18,B,B2,4 years,OWN,83327.89,Verified,Fully Paid,13.29,0.0,3.0,1.0,0.0,4001.08,59.9,13.0,debt_consolidation
40000.0,36 months,4.0,1180.96,A,A2,7 years,MORTGAGE,210996.23,Source Verified,Fully Paid,13.22,0.0,0.0,18.0,0.0,13846.8,51.4,30.0,car
20000.0,36 months,24.54,790.34,F,F4,10+ years,RENT,94616.97,Verified,Fully Paid,8.33,0.0,0.0,21.0,0.0,13605.02,20.2,35.0,credit_card
40000.0,36 months,6.32,1222.69,A,A5,9 years,MORTGAGE,16251.86,Verified,Fully Paid,8.08,0.0,0.0,10.0,0.0,4025.26,1.7,26.0,debt_consolidation
15000.0,36 months,7.64,467.56,A,A2,6 years,MORTGAGE,99132.75,Source Verified,Fully Paid,23.02,0.0,1.0,21.0,1.0,638.91,78.4,32.0,debt_consolidation
15000.0,36 months,6.56,460.14,B,B3,4 years,RENT,112220.82,Source Verified,Fully Paid,2.86,1.0,2.0,2.0,0.0,13214.82,48.1,7.0,vacation
10000.0,36 months,15.35,348.37,C,C4,10+ years,MORTGAGE,252575.95,Not Verified,Fully Paid,16.88,0.0,3.0,25.0,0.0,1899.53,68.9,30.0,debt_consolidation
15000.0,36 months,17.14,535.84,E,E3,8 years,RENT,45531.4,Verified,Fully Paid,11.24,1.0,0.0,13.0,0.0,1906.82,,19.0,other
5000.0,60 months,14.2,116.86,D,D1,2 years,MORTGAGE,59694.68,Source Verified,Charged Off,22.98,0.0,0.0,24.0,0.0,15495.72,55.7,34.0,home_improvement
5000.0,36 months,15.07,173.5,D,D3,3 years,MORTGAGE,74248.15,Source Verified,Fully Paid,42.21,0.0,1.0,24.0,0.0,5962.68,74.2,42.0,debt_consolidation
15000.0,60 months,7.46,300.28,A,A5,5 years,OWN,31736.27,Source Verified,Fully Paid,4.91,0.0,2.0,29.0,0.0,13455.01,37.3,30.0,debt_consolidation
25000.0,60 months,9.34,523.09,B,B2,1 year,MORTGAGE,29786.11,Not Verified,Fully Paid,20.57,0.0,0.0,14.0,0.0,1093.06,44.0,14.0,house
15000.0,60 months,12.13,334.65,C,C5,7 years,MORTGAGE,71650.14,Verified,Fully Paid,19.93,0.0,4.0,4.0,0.0,4518.14,39.5,16.0,wedding
20000.0,60 months,4.31,371.13,A,A2,2 years,MORTGAGE,18395.84,Not Verified,Fully Paid,7.39,0.0,2.0,20.0,0.0,805.26,31.7,36.0,debt_consolidation
15000.0,60 months,6.94,296.59,B,B5,2 years,OTHER,21548.98,Verified,Fully Paid,9.54,1.0,1.0,10.0,0.0,15346.69,19.7,10.0,home_improvement
20000.0,36 months,10.7,651.94,B,B5,8 years,OWN,95891.64,Source Verified,Fully Paid,11.83,0.0,1.0,22.0,2.0,12189.9,74.8,41.0,home_improvement
25000.0,36 months,6.7,768.5,A,A5,7 years,OWN,76763.72,Verified,Fully Paid,19.4,0.0,3.0,28.0,0.0,1718.38,15.6,36.0,debt_consolidation
30000.0,60 months,14.53,706.32,C,C2,< 1 year,RENT,129938.82,Verified,Fully Paid,14.41,0.0,0.0,1.0,0.0,3807.51,54.6,15.0,debt_consolidation
30000.0,36 months,16.6,1063.62,D,D5,< 1 year,MORTGAGE,74926.52,Verified,Fully Paid,30.77,1.0,3.0,25.0,0.0,9697.28,16.2,32.0,home_improvement
10000.0,36 months,4.0,295.24,A,A4,< 1 year,MORTGAGE,54573.07,Source Verified,Fully Paid,6.86,2.0,0.0,1.0,0.0,1659.52,49.9,18.0,credit_card
15000.0,36 months,10.63,488.46,C,C4,< 1 year,MORTGAGE,133565.66,Verified,Fully Paid,13.03,0.0,3.0,24.0,0.0,741.88,19.3,33.0,other
30000.0,36 months,16.7,1065.11,D,D5,7 years,MORTGAGE,40295.32,Not Verified,Fully Paid,16.47,2.0,0.0,28.0,0.0,4713.82,33.4,43.0,home_improvement
35000.0,36 months,15.45,1221.01,D,D3,< 1 year,MORTGAGE,42901.55,Not Verified,Fully Paid,10.78,0.0,1.0,17.0,0.0,11528.81,16.6,35.0,other
20000.0,36 months,15.16,694.87,D,D5,1 year,MORTGAGE,51784.04,Verified,Fully Paid,,0.0,0.0,1.0,0.0,1650.84,64.0,19.0,debt_consolidation
15000.0,36 months,7.35,465.56,B,B2,7 years,MORTGAGE,74259.86,Verified,Fully Paid,27.11,0.0,1.0,28.0,0.0,21568.19,59.8,29.0,debt_consolidation
25000.0,36 months,20.92,940.85,E,E3,2 years,MORTGAGE,51707.82,Verified,Fully Paid,16.03,1.0,0.0,7.0,1.0,7665.38,36.4,13.0,debt_consolidation
40000.0,36 months,9.68,1284.69,B,B5,7 years,OWN,19157.83,Not Verified,Fully Paid,2.86,0.0,0.0,13.0,0.0,20495.05,29.1,16.0,credit_card
15000.0,60 months,9.75,316.86,B,B5,6 years,RENT,44953.58,Not Verified,Fully Paid,8.65,0.0,2.0,27.0,0.0,1553.94,19.2,28.0,moving
10000.0,60 months,4.55,186.66,A,A3,< 1 year,MORTGAGE,52992.73,Source Verified,Fully Paid,7.16,0.0,3.0,10.0,0.0,1627.67,77.1,24.0,debt_consolidation
30000.0,36 months,12.76,1007.35,C,C3,7 years,OWN,58710.52,Not Verified,Fully Paid,35.33,0.0,1.0,3.0,0.0,2370.61,66.0,17.0,medical
25000.0,36 months,6.99,771.81,B,B3,4 years,MORTGAGE,39553.9,Verified,Fully Paid,,1.0,2.0,29.0,0.0,24580.09,37.0,40.0,credit_card
10000.0,60 months,8.81,206.66,B,B5,2 years,MORTGAGE,77182.75,Not Verified,Fully Paid,31.57,1.0,0.0,26.0,1.0,5318.22,82.7,28.0,major_purchase
15000.0,36 months,12.21,499.72,D,D4,6 years,RENT,17546.89,Verified,Charged Off,18.3,0.0,1.0,10.0,1.0,3975.17,10.7,28.0,small_business
20000.0,36 months,6.65,614.35,B,B2,8 years,MORTGAGE,72477.52,Not Verified,Fully Paid,17.63,0.0,1.0,9.0,0.0,22182.78,50.2,25.0,credit_card
25000.0,36 months,8.52,789.42,B,B5,3 years,RENT,190042.29,Verified,Fully Paid,8.41,0.0,2.0,27.0,0.0,1286.67,29.5,39.0,debt_consolidation
25000.0,60 months,9.06,519.69,A,A4,8 years,RENT,35427.17,Source Verified,Fully Paid,11.28,0.0,1.0,28.0,2.0,6567.7,25.9,42.0,debt_consolidation
10000.0,36 months,6.3,305.58,B,B5,7 years,MORTGAGE,56405.8,Source Verified,Fully Paid,4.74,0.0,3.0,12.0,0.0,4414.86,38.2,31.0,medical
10000.0,36 months,7.13,309.37,B,B1,2 years,MORTGAGE,45573.53,Not Verified,Fully Paid,24.85,0.0,3.0,8.0,1.0,28929.36,65.9,23.0,debt_consolidation
25000.0,36 months,9.33,798.84,B,B4,6 years,MORTGAGE,46114.41,Source Verified,Fully Paid,25.01,0.0,0.0,22.0,2.0,13954.68,29.0,31.0,debt_consolidation
5000.0,60 months,11.65,110.34,B,B1,2 years,MORTGAGE,26372.36,Not Verified,Fully Paid,17.64,0.0,1.0,17.0,1.0,2869.98,45.8,25.0,small_business
15000.0,60 months,16.3,367.17,D,D2,1 year,RENT,218401.63,Verified,Fully Paid,,0.0,2.0,15.0,0.0,32211.57,48.2,19.0,credit_card
20000.0,36 months,24.05,785.18,F,F3,8 years,OTHER,70972.64,Source Verified,Fully Paid,12.4,0.0,0.0,3.0,0.0,6020.45,19.5,12.0,other
15000.0,60 months,11.99,333.59,C,C4,5 years,OWN,33875.33,Source Verified,Charged Off,35.18,0.0,2.0,18.0,1.0,9333.47,48.7,32.0,other
30000.0,36 months,11.73,992.57,C,C3,4 years,MORTGAGE,31280.41,Verified,Fully Paid,27.39,0.0,0.0,2.0,0.0,7624.99,59.1,14.0,debt_consolidation
5000.0,60 months,19.62,131.41,E,E4,9 years,RENT,56559.64,Source Verified,Fully Paid,16.08,0.0,0.0,27.0,0.0,32212.99,18.6,31.0,debt_consolidation
25000.0,60 months,25.51,741.28,G,G4,3 years,MORTGAGE,,Source Verified,Fully Paid,9.67,1.0,1.0,8.0,0.0,345.07,29.6,13.0,debt_consolidation
20000.0,60 months,13.59,461.12,C,C5,8 years,RENT,113207.24,Verified,Fully Paid,9.0,1.0,0.0,21.0,0.0,8882.95,39.2,31.0,home_improvement
20000.0,36 months,17.09,713.95,E,E4,< 1 year,OWN,,Not Verified,Charged Off,33.49,0.0,2.0,5.0,0.0,59610.91,10.8,18.0,major_purchase
30000.0,36 months,20.83,1127.64,E,E4,1 year,MORTGAGE,71122.25,Not Verified,Fully Paid,7.65,0.0,1.0,24.0,0.0,1226.02,29.4,41.0,home_improvement
10000.0,36 months,16.06,351.87,D,D5,3 years,MORTGAGE,73491.01,Verified,Fully Paid,13.01,0.0,1.0,13.0,0.0,1681.6,28.7,17.0,debt_consolidation
30000.0,36 months,12.18,999.01,C,C5,10+ years,RENT,106479.68,Source Verified,Charged Off,19.84,0.0,2.0,14.0,0.0,6381.14,39.1,31.0,major_purchase
10000.0,60 months,4.0,184.17,A,A2,< 1 year,MORTGAGE,76484.08,Source Verified,Fully Paid,23.64,0.0,1.0,4.0,1.0,19670.93,62.2,11.0,debt_consolidation
40000.0,36 months,4.03,1181.49,A,A5,4 years,OTHER,91146.43,Not Verified,Charged Off,,0.0,0.0,3.0,0.0,7137.03,27.4,16.0,major_purchase
5000.0,36 months,14.3,171.62,C,C3,< 1 year,RENT,110563.56,Verified,Fully Paid,14.69,0.0,2.0,24.0,0.0,3882.89,17.7,24.0,moving
20000.0,36 months,12.19,666.1,C,C5,3 years,MORTGAGE,42994.5,Verified,Fully Paid,14.08,0.0,1.0,27.0,0.0,4862.89,42.3,46.0,debt_consolidation
10000.0,36 months,9.42,319.96,B,B4,5 years,RENT,244255.75,Verified,Fully Paid,11.94,0.0,0.0,17.0,0.0,3295.32,57.4,36.0,debt_consolidation
15000.0,36 months,11.18,492.36,C,C2,7 years,MORTGAGE,69356.26,Source Verified,Charged Off,6.13,3.0,4.0,29.0,0.0,2955.18,28.3,40.0,home_improvement
10000.0,36 months,12.46,334.34,C,C3,6 years,MORTGAGE,53125.5,Source Verified,Fully Paid,21.85,0.0,0.0,11.0,0.0,1101.76,7.0,29.0,debt_consolidation
10000.0,36 months,17.44,358.72,E,E1,7 years,MORTGAGE,30068.3,Source Verified,Charged Off,9.83,0.0,0.0,9.0,0.0,50922.97,,25.0,home_improvement
5000.0,36 months,5.65,151.32,A,A1,10+ years,RENT,46866.84,Source Verified,Fully Paid,5.26,0.0,3.0,23.0,0.0,5977.66,55.9,41.0,small_business
5000.0,36 months,9.56,160.31,B,B5,8 years,NONE,71775.55,Source Verified,Fully Paid,6.61,0.0,0.0,26.0,0.0,1615.13,15.8,44.0,debt_consolidation
25000.0,60 months,16.48,614.35,D,D2,8 years,RENT,57912.81,Verified,Fully Paid,15.97,0.0,1.0,3.0,2.0,16942.45,52.0,5.0,debt_consolidation
15000.0,36 months,18.14,543.34,E,E1,5 years,RENT,,Not Verified,Fully Paid,21.14,0.0,1.0,17.0,0.0,377.95,38.3,20.0,major_purchase
5000.0,36 months,25.99,201.43,G,G3,6 years,OWN,41233.67,Verified,Fully Paid,15.6,0.0,2.0,23.0,0.0,1188.9,61.1,25.0,other
35000.0,60 months,20.31,933.33,E,E1,9 years,MORTGAGE,87161.39,Source Verified,Fully Paid,12.72,0.0,0.0,11.0,0.0,6847.73,74.4,11.0,debt_consolidation
20000.0,36 months,19.18,734.94,E,E3,8 years,OWN,24639.75,Not Verified,Charged Off,13.48,0.0,1.0,13.0,0.0,4666.87,45.2,14.0,debt_consolidation
10000.0,36 months,8.57,316.0,B,B5,6 years,NONE,249757.51,Verified,Fully Paid,7.83,1.0,1.0,1.0,2.0,9175.16,63.4,15.0,other
15000.0,36 months,11.86,497.21,B,B5,10+ years,MORTGAGE,23492.91,Verified,Fully Paid,25.28,0.0,0.0,9.0,0.0,1800.71,47.4,16.0,credit_card
15000.0,36 months,7.57,467.08,B,B1,2 years,OWN,231422.22,Not Verified,Fully Paid,6.7,0.0,2.0,24.0,0.0,3057.53,10.9,42.0,debt_consolidation
20000.0,36 months,14.12,684.72,C,C3,6 years,OWN,49262.21,Source Verified,Fully Paid,17.28,0.0,0.0,28.0,1.0,3954.24,16.2,30.0,debt_consolidation
30000.0,60 months,21.27,816.16,F,F5,1 year,MORTGAGE,15000.0,Verified,Charged Off,24.23,0.0,3.0,29.0,0.0,1993.12,60.6,33.0,vacation
20000.0,36 months,9.98,645.16,B,B2,7 years,MORTGAGE,139584.64,Not Verified,Fully Paid,,0.0,3.0,15.0,0.0,1434.53,14.4,31.0,small_business
40000.0,36 months,13.56,1358.57,C,C2,< 1 year,RENT,57390.12,Verified,Fully Paid,20.17,0.0,1.0,7.0,0.0,27337.09,50.9,7.0,home_improvement
25000.0,60 months,8.23,509.67,B,B4,< 1 year,RENT,39442.2,Not Verified,Fully Paid,8.37,1.0,0.0,29.0,0.0,1545.75,32.2,44.0,credit_card
40000.0,36 months,4.0,1180.96,A,A3,6 years,NONE,84895.56,Verified,Fully Paid,16.91,0.0,0.0,1.0,1.0,3693.18,25.9,6.0,medical
20000.0,36 months,4.0,590.48,A,A3,3 years,MORTGAGE,86256.94,Verified,Fully Paid,23.33,1.0,2.0,22.0,0.0,1691.09,39.2,33.0,medical
25000.0,60 months,4.58,466.99,A,A3,3 years,OWN,72417.87,Verified,Fully Paid,21.95,0.0,0.0,10.0,1.0,2497.7,10.6,21.0,other
25000.0,36 months,23.79,978.07,F,F4,7 years,MORTGAGE,119913.63,Verified,Charged Off,23.49,0.0,0.0,9.0,0.0,996.47,38.5,22.0,home_improvement
25000.0,36 months,7.38,776.28,B,B4,2 years,MORTGAGE,64652.66,Source Verified,Fully Paid,11.42,0.0,0.0,27.0,0.0,1187.4,34.2,36.0,other
5000.0,36 months,19.65,184.93,E,E2,6 years,RENT,85374.86,Verified,Charged Off,26.14,0.0,2.0,27.0,0.0,3286.22,44.0,28.0,other
10000.0,60 months,13.79,231.6,D,D1,4 years,OWN,37600.21,Verified,Fully Paid,15.16,0.0,0.0,26.0,0.0,3396.46,46.8,31.0,home_improvement
10000.0,60 months,5.15,189.4,A,A3,8 years,MORTGAGE,92586.14,Verified,Fully Paid,11.0,2.0,0.0,21.0,0.0,6571.87,59.5,23.0,home_improvement
10000.0,60 months,4.0,184.17,A,A2,3 years,MORTGAGE,37715.21,Verified,Fully Paid,33.83,1.0,3.0,13.0,0.0,49239.52,67.9,25.0,credit_card
35000.0,36 months,15.88,1228.42,D,D2,3 years,MORTGAGE,24657.13,Not Verified,Fully Paid,2.95,0.0,3.0,15.0,2.0,6250.29,13.5,31.0,debt_consolidation
25000.0,36 months,8.25,786.3,B,B3,3 years,RENT,46892.66,Source Verified,Fully Paid,14.42,2.0,1.0,24.0,1.0,2803.31,40.4,30.0,small_business
10000.0,36 months,17.71,360.07,E,E4,< 1 year,MORTGAGE,,Verified,Fully Paid,8.73,0.0,1.0,28.0,0.0,363.07,34.9,37.0,debt_consolidation
15000.0,60 months,4.51,279.71,A,A3,2 years,OWN,103717.41,Not Verified,Fully Paid,21.86,0.0,0.0,9.0,0.0,1165.48,13.5,28.0,other
10000.0,36 months,14.6,344.7,D,D1,8 years,NONE,19589.71,Verified,Fully Paid,8.23,0.0,2.0,18.0,0.0,33974.21,17.5,21.0,major_purchase
30000.0,36 months,14.03,1025.77,D,D5,10+ years,MORTGAGE,116487.97,Not Verified,Fully Paid,4.1,0.0,2.0,17.0,0.0,10824.33,,22.0,debt_consolidation
35000.0,36 months,10.62,1139.57,B,B2,7 years,MORTGAGE,35028.52,Not Verified,Fully Paid,10.5,0.0,0.0,5.0,0.0,6924.98,57.3,22.0,debt_consolidation
10000.0,36 months,8.46,315.49,B,B5,5 years,MORTGAGE,15000.0,Not Verified,Fully Paid,11.27,1.0,1.0,20.0,0.0,8959.76,39.7,32.0,debt_consolidation
15000.0,36 months,19.7,555.16,F,F2,10+ years,RENT,23267.84,Not Verified,Fully Paid,9.38,1.0,0.0,7.0,0.0,1348.83,35.5,7.0,home_improvement
40000.0,60 months,8.07,812.4,B,B2,4 years,MORTGAGE,43683.49,Not Verified,Fully Paid,5.36,0.0,1.0,4.0,0.0,7168.24,50.2,4.0,debt_consolidation
20000.0,36 months,10.37,648.82,B,B5,2 years,OWN,73936.22,Not Verified,Fully Paid,12.64,0.0,0.0,17.0,0.0,3768.94,23.2,33.0,debt_consolidation
30000.0,36 months,7.86,938.15,B,B3,7 years,RENT,49349.87,Source Verified,Fully Paid,3.42,0.0,2.0,5.0,1.0,16645.11,51.3,24.0,debt_consolidation
15000.0,36 months,11.25,492.86,B,B2,2 years,MORTGAGE,23232.86,Verified,Fully Paid,12.62,0.0,1.0,27.0,0.0,4136.05,15.4,35.0,credit_card
10000.0,36 months,14.72,345.28,D,D1,2 years,RENT,31414.53,Source Verified,Charged Off,12.98,0.0,2.0,3.0,0.0,2005.41,78.3,18.0,car
25000.0,36 months,16.76,888.33,D,D5,5 years,RENT,23505.69,Verified,Fully Paid,31.74,0.0,1.0,28.0,0.0,6851.54,21.9,44.0,debt_consolidation
10000.0,36 months,10.55,325.26,B,B3,6 years,OWN,64934.18,Verified,Fully Paid,15.91,0.0,1.0,29.0,0.0,2988.09,71.1,47.0,credit_card
30000.0,36 months,20.18,1117.66,E,E1,1 year,OTHER,50847.41,Source Verified,Fully Paid,3.58,0.0,1.0,29.0,0.0,9312.37,51.4,46.0,home_improvement
25000.0,60 months,6.94,494.32,B,B4,6 years,MORTGAGE,83253.08,Not Verified,Fully Paid,18.55,0.0,0.0,12.0,0.0,5007.88,37.6,20.0,debt_consolidation
10000.0,36 months,4.09,295.64,A,A1,7 years,OWN,15691.29,Verified,Fully Paid,34.74,1.0,1.0,15.0,0.0,14380.31,49.4,23.0,home_improvement
15000.0,36 months,14.26,514.56,C,C5,6 years,MORTGAGE,37279.98,Verified,Fully Paid,8.3,0.0,0.0,10.0,0.0,1735.58,82.1,18.0,other
30000.0,36 months,25.29,1197.4,G,G4,3 years,RENT,224169.7,Verified,Fully Paid,13.01,0.0,2.0,28.0,0.0,27204.68,51.5,45.0,debt_consolidation
35000.0,36 months,6.96,1080.06,A,A1,< 1 year,MORTGAGE,84857.11,Source Verified,Fully Paid,11.36,0.0,2.0,11.0,0.0,7569.07,26.5,11.0,debt_consolidation
15000.0,36 months,8.35,472.47,B,B2,< 1 year,MORTGAGE,44034.33,Verified,Charged Off,13.5,0.0,1.0,17.0,0.0,5056.18,37.0,26.0,debt_consolidation
25000.0,36 months,12.71,838.86,C,C3,5 years,MORTGAGE,27142.39,Verified,Fully Paid,13.21,1.0,3.0,29.0,0.0,14682.22,37.0,48.0,home_improvement
10000.0,36 months,13.92,341.39,D,D3,9 years,MORTGAGE,117644.58,Source Verified,Fully Paid,12.87,0.0,0.0,4.0,0.0,10561.6,8.4,18.0,debt_consolidation
35000.0,36 months,4.59,1042.55,A,A4,1 year,OWN,158398.58,Not Verified,Fully Paid,8.93,0.0,0.0,1.0,0.0,10025.78,62.3,18.0,home_improvement
25000.0,60 months,7.69,503.21,B,B4,10+ years,RENT,24244.2,Source Verified,Fully Paid,11.94,0.0,1.0,11.0,0.0,8061.91,39.5,20.0,medical
10000.0,60 months,16.34,244.99,D,D2,9 years,MORTGAGE,25903.98,Not Verified,Fully Paid,14.44,0.0,0.0,27.0,0.0,10772.48,36.4,36.0,credit_card
25000.0,60 months,9.14,520.66,B,B1,10+ years,MORTGAGE,65851.71,Not Verified,Fully Paid,15.43,0.0,1.0,4.0,2.0,3748.56,34.0,6.0,wedding
25000.0,36 months,6.19,762.7,A,A1,5 years,RENT,70305.02,Verified,Fully Paid,,1.0,1.0,17.0,0.0,9389.57,34.9,17.0,medical
25000.0,36 months,4.76,746.58,A,A3,< 1 year,RENT,75958.69,Source Verified,Fully Paid,28.06,0.0,0.0,20.0,1.0,2720.39,2.7,25.0,debt_consolidation
15000.0,36 months,7.6,467.28,B,B2,10+ years,RENT,196881.81,Source Verified,Fully Paid,20.09,0.0,0.0,16.0,0.0,2063.52,60.7,34.0,debt_consolidation
25000.0,36 months,12.77,839.58,C,C2,2 years,OWN,27445.53,Not Verified,Fully Paid,15.46,0.0,2.0,11.0,0.0,2811.69,43.6,17.0,debt_consolidation
30000.0,36 months,17.96,1083.97,E,E2,10+ years,MORTGAGE,55709.21,Source Verified,Fully Paid,11.12,0.0,0.0,11.0,0.0,735.07,25.8,24.0,car
15000.0,60 months,14.12,349.96,C,C1,2 years,MORTGAGE,89754.71,Verified,Fully Paid,43.9,0.0,1.0,9.0,0.0,1263.54,67.1,21.0,debt_consolidation
10000.0,60 months,15.83,242.28,D,D2,6 years,RENT,89080.31,Source Verified,Fully Paid,3.47,0.0,3.0,1.0,0.0,3429.35,52.0,19.0,debt_consolidation
30000.0,36 months,26.01,1208.88,G,G3,5 years,RENT,34424.7,Source Verified,Charged Off,16.95,0.0,2.0,27.0,0.0,834.3,36.3,36.0,car
20000.0,36 months,9.69,642.44,B,B3,8 years,RENT,35389.59,Source Verified,Fully Paid,22.4,0.0,2.0,25.0,0.0,3183.19,57.0,30.0,debt_consolidation
15000.0,60 months,8.89,310.58,B,B1,10+ years,MORTGAGE,39282.9,Source Verified,Fully Paid,14.52,0.0,0.0,25.0,0.0,12280.12,60.9,44.0,medical
30000.0,60 months,20.51,803.35,F,F5,7 years,MORTGAGE,178513.6,Verified,Fully Paid,8.57,0.0,0.0,16.0,0.0,3426.79,35.5,34.0,other
10000.0,36 months,7.41,310.65,B,B3,6 years,NONE,27311.69,Source Verified,Fully Paid,18.4,1.0,1.0,9.0,0.0,3187.55,50.8,11.0,credit_card
30000.0,36 months,17.59,1078.41,D,D1,4 years,RENT,43173.55,Not Verified,Charged Off,6.57,0.0,0.0,1.0,0.0,4074.14,49.5,1.0,home_improvement
15000.0,36 months,16.13,528.32,D,D4,4 years,RENT,93229.21,Not Verified,Fully Paid,22.49,0.0,1.0,21.0,0.0,273.09,35.2,27.0,other
5000.0,36 months,4.0,147.62,A,A3,2 years,RENT,25281.58,Not Verified,Fully Paid,6.1,0.0,0.0,21.0,0.0,5502.22,10.9,38.0,moving
40000.0,36 months,13.03,1348.34,C,C3,8 years,MORTGAGE,64900.64,Verified,Fully Paid,29.81,0.0,0.0,26.0,1.0,10555.91,62.0,34.0,credit_card
25000.0,36 months,8.16,785.26,B,B4,1 year,MORTGAGE,15000.0,Source Verified,Fully Paid,18.44,0.0,1.0,13.0,0.0,13748.21,72.1,18.0,debt_consolidation
10000.0,36 months,4.19,296.09,A,A3,1 year,MORTGAGE,61995.74,Verified,Fully Paid,14.97,0.0,0.0,20.0,0.0,2854.42,54.7,26.0,wedding
35000.0,36 months,10.78,1142.21,C,C4,< 1 year,RENT,56199.45,Verified,Fully Paid,12.39,0.0,1.0,12.0,0.0,24573.04,43.3,18.0,credit_card
35000.0,60 months,10.5,752.29,B,B1,4 years,RENT,60750.27,Source Verified,Fully Paid,13.34,0.0,0.0,28.0,0.0,6390.68,19.0,42.0,credit_card
30000.0,36 months,13.05,1011.54,D,D4,4 years,OTHER,29488.25,Source Verified,Fully Paid,7.13,0.0,0.0,2.0,0.0,14408.44,29.7,11.0,credit_card
10000.0,36 months,18.24,362.73,E,E5,10+ years,MORTGAGE,63538.86,Not Verified,Fully Paid,14.32,0.0,1.0,17.0,0.0,3409.66,16.1,36.0,credit_card
10000.0,36 months,16.18,352.46,D,D1,6 years,RENT,52715.57,Not Verified,Fully Paid,10.5,0.0,1.0,20.0,0.0,24009.48,,36.0,debt_consolidation
25000.0,60 months,11.37,548.18,B,B2,< 1 year,MORTGAGE,134508.72,Not Verified,Fully Paid,9.88,0.0,2.0,2.0,0.0,2827.71,7.8,11.0,vacation
35000.0,36 months,9.83,1126.56,B,B5,10+ years,MORTGAGE,84667.65,Not Verified,Fully Paid,42.23,1.0,0.0,19.0,0.0,7256.85,32.5,22.0,debt_consolidation
10000.0,36 months,7.73,312.12,B,B1,3 years,RENT,19647.64,Not Verified,Fully Paid,10.64,0.0,1.0,28.0,0.0,5023.27,48.6,42.0,credit_card
15000.0,36 months,7.79,468.59,A,A1,7 years,OWN,30248.15,Source Verified,Fully Paid,11.69,3.0,1.0,29.0,0.0,1240.87,39.2,32.0,other
10000.0,36 months,20.97,376.6,F,F4,4 years,RENT,35191.15,Source Verified,Fully Paid,25.33,0.0,0.0,3.0,0.0,26823.76,33.0,15.0,credit_card
15000.0,60 months,9.4,314.3,B,B1,8 years,RENT,61467.88,Verified,Fully Paid,7.1,2.0,0.0,4.0,0.0,3372.65,14.3,15.0,other
20000.0,36 months,9.73,642.81,B,B2,1 year,RENT,48127.93,Verified,Fully Paid,29.35,0.0,1.0,14.0,0.0,1290.44,54.5,30.0,debt_consolidation
5000.0,36 months,18.18,181.21,E,E5,8 years,OWN,47988.72,Verified,Fully Paid,11.42,2.0,1.0,28.0,0.0,1952.61,45.4,36.0,debt_consolidation
20000.0,36 months,10.05,645.81,B,B4,< 1 year,MORTGAGE,389419.78,Not Verified,Fully Paid,7.93,2.0,3.0,13.0,0.0,11775.46,24.4,24.0,home_improvement
20000.0,36 months,4.73,597.0,A,A5,6 years,RENT,37834.34,Source Verified,Fully Paid,3.41,0.0,1.0,14.0,0.0,29157.11,5.5,22.0,credit_card
15000.0,60 months,6.54,293.77,A,A1,3 years,RENT,143430.54,Source Verified,Fully Paid,27.18,0.0,0.0,21.0,0.0,1829.38,57.8,32.0,renewable_energy
35000.0,36 months,9.74,1125.08,C,C1,5 years,OWN,48866.49,Verified,Fully Paid,9.46,0.0,1.0,2.0,0.0,8020.3,76.5,4.0,debt_consolidation
