loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,default,loan_amnt_scaled,int_rate_scaled,installment_scaled,annual_inc_scaled,dti_scaled,delinq_2yrs_scaled,inq_last_6mths_scaled,open_acc_scaled,pub_rec_scaled,revol_bal_scaled,revol_util_scaled,total_acc_scaled
5000.0,9.95,106.11,70662.46,10.1,0.0,2.0,14.0,0.0,70227.01,61.3,26.0,60.0,B,B5,2.0,MORTGAGE,Verified,debt_consolidation,0,-1.4130071605910897,-0.4235777995289234,-1.4526006301928691,0.06647149923997589,-0.5165179250624052,-0.4192923652956382,1.0021846239563175,-0.12989446314021597,-0.35695864876539996,4.102194818950074,1.0747024248292323,0.1335890561348656
5000.0,12.44,112.34,78994.68,9.96,0.0,1.0,6.0,0.0,2949.16,52.3,19.0,60.0,C,C4,1.0,MORTGAGE,Verified,debt_consolidation,0,-1.4130071605910897,0.011720359219671496,-1.4330038265812026,0.23000243115550964,-0.5317513703008466,-0.4192923652956382,0.06896493501291724,-1.079241900671486,-0.35695864876539996,-0.4217206720784729,0.6241815938964033,-0.5520858177059162
10000.0,21.66,380.15,62707.62,18.6,0.0,0.0,10.0,0.0,42482.23,74.7,26.0,36.0,F,F2,5.0,RENT,Verified,home_improvement,1,-0.9033562460406516,1.6235472763530228,-0.5905929156276886,-0.08965284678532914,0.4083698215572594,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,2.23657277488685,1.7454778842181113,0.1335890561348656
20000.0,8.46,630.98,58950.17,14.82,0.0,1.0,3.0,0.0,19303.22,53.7,12.0,36.0,B,B3,8.0,MORTGAGE,Not Verified,other,0,0.11594558306022466,-0.6840574206274799,0.19840648243239137,-0.16339781512822263,-0.0029331998806620507,-0.4192923652956382,0.06896493501291724,-1.435247189745712,-0.35695864876539996,0.677963479172055,0.6942626120415103,-1.237760691546698
25000.0,18.31,639.06,35431.71,37.11,0.0,0.0,24.0,0.0,8352.14,52.6,31.0,60.0,E,E2,8.0,MORTGAGE,Source Verified,other,0,0.6255964976106627,1.037905175225395,0.2238225615948735,-0.6249789640919093,2.422448902725493,-0.4192923652956382,-0.8642547539304829,1.0567898337738715,-0.35695864876539996,-0.05841202116710434,0.6391989549274978,0.6233568231639954
15000.0,26.94,611.9,36949.55,14.55,0.0,0.0,25.0,0.0,21908.37,38.4,44.0,36.0,G,G2,4.0,MORTGAGE,Source Verified,credit_card,0,-0.3937053314902134,2.5465891551452238,0.13838930540019284,-0.595189329432878,-0.03231198712622781,-0.4192923652956382,-0.8642547539304829,1.1754582634652802,-0.35695864876539996,0.8531396841407485,-0.07162280054429934,1.8967530174397331
15000.0,23.53,427.44,48036.81,22.72,0.0,0.0,29.0,0.0,13940.09,62.6,30.0,60.0,E,E4,6.0,MORTGAGE,Verified,debt_consolidation,0,-0.3937053314902134,1.950457941758594,-0.4418396503314274,-0.3775870625472433,0.8566683528599671,-0.4192923652956382,-0.8642547539304829,1.650131982230915,-0.35695864876539996,0.3173344328009249,1.1397776559639745,0.5254032697581695
20000.0,6.33,389.73,27645.81,8.47,0.0,1.0,5.0,0.0,9852.2,33.8,22.0,60.0,A,A4,1.0,RENT,Verified,credit_card,0,0.11594558306022466,-1.056420905822061,-0.5604585049375176,-0.7777876372667843,-0.6938787517671172,-0.4192923652956382,0.06896493501291724,-1.1979103303628946,-0.35695864876539996,0.04245542140830925,-0.3018890030210787,-0.25822515748843833
20000.0,15.86,484.87,25472.79,14.62,0.0,0.0,8.0,0.0,15856.93,11.4,21.0,60.0,D,D3,1.0,MORTGAGE,Verified,other,0,0.11594558306022466,0.6095997579828017,-0.26119046390799167,-0.8204360533757077,-0.024695264507007212,-0.4192923652956382,-0.8642547539304829,-0.8419050412886684,-0.35695864876539996,0.44622710951136024,-1.4231852933427864,-0.3561787108942643
30000.0,4.5,559.29,50878.05,23.59,3.0,2.0,1.0,0.0,2958.9,35.8,12.0,60.0,A,A3,1.0,OWN,Source Verified,debt_consolidation,0,1.135247412161101,-1.3763388297216308,-0.02709830904760371,-0.3218239375942665,0.9513333339845681,4.316690676447263,1.0021846239563175,-1.6725840491285295,-0.35695864876539996,-0.4210657323489391,-0.20177326281378336,-1.237760691546698
30000.0,6.98,926.04,108294.77,21.67,0.0,0.0,14.0,0.0,4152.81,52.5,28.0,36.0,B,B4,1.0,MORTGAGE,Not Verified,debt_consolidation,0,1.135247412161101,-0.9427888563495362,1.1265337494722476,0.8050557810321356,0.7424175135716559,-0.4192923652956382,-0.8642547539304829,-0.12989446314021597,-0.35695864876539996,-0.3407845113543042,0.6341931679171329,0.32949616294651757
30000.0,20.6,1124.1,15000.0,4.32,0.0,3.0,20.0,0.0,1109.05,63.5,39.0,36.0,E,E2,3.0,RENT,Not Verified,debt_consolidation,0,1.135247412161101,1.4382396264439825,1.749542244388244,-1.025978526864848,-1.1454415927637769,-0.4192923652956382,1.9354043128997176,0.5821161150082365,-0.35695864876539996,-0.5454538492563485,1.1848297390572573,1.4069852504106033
30000.0,17.02,1069.88,41191.74,5.61,0.0,0.0,9.0,0.0,11599.76,44.2,28.0,36.0,D,D1,10.0,RENT,Not Verified,debt_consolidation,0,1.135247412161101,0.8123892616568459,1.5789902874340622,-0.5119306919913847,-1.0050762759238514,-0.4192923652956382,-0.8642547539304829,-0.7232366115972596,-0.35695864876539996,0.15996532631017288,0.21871284605685737,0.32949616294651757
30000.0,11.8,664.31,65562.75,12.97,0.0,3.0,5.0,0.0,2573.25,43.0,15.0,60.0,C,C2,1.0,RENT,Verified,debt_consolidation,0,1.135247412161101,-0.10016350487635266,0.3032478089776308,-0.033617112054369305,-0.2042322976743537,-0.4192923652956382,1.9354043128997176,-1.1979103303628946,-0.35695864876539996,-0.4469977145557896,0.15864340193248003,-0.9439000313292202
20000.0,10.82,433.06,114761.79,10.25,0.0,0.0,3.0,0.0,1009.29,52.8,17.0,60.0,B,B4,6.0,MORTGAGE,Verified,credit_card,0,0.11594558306022466,-0.27148567177339006,-0.4241616348743543,0.9319796749423295,-0.5001963765926464,-0.4192923652956382,-0.8642547539304829,-1.435247189745712,-0.35695864876539996,-0.5521619383136683,0.6492105289482271,-0.7479929245175683
20000.0,16.03,703.44,190980.91,12.04,0.0,0.0,12.0,0.0,9991.38,65.7,16.0,36.0,D,D3,8.0,MORTGAGE,Not Verified,home_improvement,0,0.11594558306022466,0.6393189093833085,0.4263333507632665,2.427881574241906,-0.3054258981868583,-0.4192923652956382,-0.8642547539304829,-0.3672313225230335,-0.35695864876539996,0.05181420082889635,1.2949570532852823,-0.8459464779233942
25000.0,17.16,893.31,45229.93,9.92,0.0,0.0,24.0,0.0,3849.83,44.2,35.0,36.0,D,D4,4.0,MORTGAGE,Not Verified,other,0,0.6255964976106627,0.8368638569278514,1.0235797555380832,-0.43267582666713855,-0.5361037832261157,-0.4192923652956382,-0.8642547539304829,1.0567898337738715,-0.35695864876539996,-0.3611575749327603,0.21871284605685737,1.0151710367872995
10000.0,12.94,336.65,215510.82,20.64,0.0,0.0,10.0,2.0,31647.77,22.7,21.0,36.0,C,C2,9.0,NONE,Source Verified,other,0,-0.9033562460406516,0.09912962804469054,-0.7274245299306566,2.909313778636915,0.6303428807459788,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,4.51619696577931,1.5080390683113698,-0.8575313611715677,-0.3561787108942643
15000.0,19.23,551.59,74525.47,13.54,0.0,1.0,20.0,0.0,13594.7,48.5,26.0,36.0,E,E3,10.0,OTHER,Source Verified,debt_consolidation,0,-0.3937053314902134,1.1987382298634301,-0.05131907755640473,0.1422882233902055,-0.14221041348927047,-0.4192923652956382,0.06896493501291724,0.5821161150082365,-0.35695864876539996,0.2941096244658436,0.4339616875025422,0.1335890561348656
35000.0,7.57,702.49,95794.45,10.82,0.0,2.0,28.0,0.0,23875.32,67.1,47.0,60.0,B,B1,9.0,MORTGAGE,Verified,credit_card,0,1.644898326711539,-0.8396459191360138,0.42334507412906364,0.5597203267543575,-0.43817449240756295,-0.4192923652956382,1.0021846239563175,1.5314635525395064,-0.35695864876539996,0.9854018711024097,1.3650380714303887,2.190613677657211
20000.0,5.28,601.94,25699.74,44.74,2.0,0.0,3.0,2.0,4735.59,48.5,22.0,36.0,A,A2,9.0,MORTGAGE,Not Verified,debt_consolidation,1,0.11594558306022466,-1.239980370354601,0.1070595840563411,-0.8159818568952701,3.252671668220557,2.7380296625329628,-0.8642547539304829,-1.435247189745712,4.51619696577931,-0.3015970600629562,0.4339616875025422,-0.25822515748843833
5000.0,13.76,170.31,74412.57,23.29,0.0,0.0,3.0,0.0,7275.05,43.6,3.0,36.0,C,C1,7.0,MORTGAGE,Not Verified,debt_consolidation,0,-1.4130071605910897,0.2424808289177218,-1.2506560408077991,0.14007241029198406,0.9186902370450505,-0.4192923652956382,-0.8642547539304829,-1.435247189745712,-0.35695864876539996,-0.13083799994365464,0.1886781239946687,-2.119342672199132
15000.0,25.74,602.28,101762.18,26.56,0.0,0.0,22.0,0.0,14856.15,92.5,26.0,36.0,G,G3,4.0,OWN,Verified,major_purchase,1,-0.3937053314902134,2.3368069099651776,0.10812907253595025,0.676844988407589,1.274499993685792,-0.4192923652956382,-0.8642547539304829,0.8194529743910539,-0.35695864876539996,0.37893238851311856,2.6365079720630398,0.1335890561348656
10000.0,9.66,210.8,33438.13,5.19,0.0,2.0,2.0,0.0,340.17,39.1,7.0,60.0,B,B2,2.0,RENT,Verified,credit_card,0,-0.9033562460406516,-0.47427517544743425,-1.1232925451037261,-0.6641056308443679,-1.0507766116391761,-0.4192923652956382,1.0021846239563175,-1.5539156194371209,-0.35695864876539996,-0.5971550873717466,-0.036582291471745826,-1.727528458575828
15000.0,7.38,465.77,15000.0,12.97,0.0,0.0,14.0,1.0,910.5,25.7,28.0,36.0,B,B3,5.0,OWN,Source Verified,renewable_energy,0,-0.3937053314902134,-0.8728614412895211,-0.321270552027226,-1.025978526864848,-0.2042322976743537,-0.4192923652956382,-0.8642547539304829,-0.12989446314021597,2.079619158506955,-0.558804802367123,-0.7073577508606247,0.32949616294651757
20000.0,6.67,614.53,60132.45,43.27,0.0,0.0,23.0,0.0,4798.67,41.5,37.0,36.0,A,A1,6.0,MORTGAGE,Source Verified,vacation,0,0.11594558306022466,-0.9969826030210481,0.14666211334540677,-0.1401939930753847,3.092720493216921,-0.4192923652956382,-0.8642547539304829,0.9381214040824627,-0.35695864876539996,-0.2973554175435523,0.08355659677700852,1.2110781435989513
20000.0,19.97,742.97,46608.86,20.38,1.0,0.0,23.0,0.0,804.57,69.4,33.0,36.0,E,E3,3.0,RENT,Verified,debt_consolidation,0,0.11594558306022466,1.328103947724458,0.5506771142896187,-0.4056124860512778,0.60205219673173,1.159368648618662,-0.8642547539304829,0.9381214040824627,-0.35695864876539996,-0.5659277762428437,1.480171172668779,0.8192639299756475
15000.0,7.2,464.53,138826.05,13.26,1.0,0.0,10.0,0.0,2126.52,27.0,29.0,36.0,B,B2,8.0,MORTGAGE,Verified,other,0,-0.3937053314902134,-0.9043287780665279,-0.32517103942344855,1.404272876953043,-0.17267730396615347,1.159368648618662,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,-0.47703685473799196,-0.6422825197258827,0.4274497163523435
5000.0,12.16,166.45,37167.2,7.23,2.0,0.0,4.0,0.0,9885.76,16.9,10.0,36.0,C,C4,3.0,OWN,Source Verified,credit_card,0,-1.4130071605910897,-0.037228831322339055,-1.2627978806057178,-0.5909176578577857,-0.8288035524504566,2.7380296625329628,-0.8642547539304829,-1.3165787600543033,-0.35695864876539996,0.04471207205750383,-1.1478670077727242,-1.4336677983583501
15000.0,27.9,466.13,33073.68,21.76,0.0,2.0,17.0,0.0,7643.06,48.2,33.0,60.0,G,G5,8.0,RENT,Not Verified,other,0,-0.3937053314902134,2.71441495128926,-0.3201381524605807,-0.6712584482371655,0.7522104426535112,-0.4192923652956382,1.0021846239563175,0.22611082593401022,-0.35695864876539996,-0.10609217141534381,0.4189443264714481,0.8192639299756475
5000.0,4.0,92.08,23861.11,37.97,0.0,0.0,11.0,0.0,10963.75,60.2,29.0,60.0,A,A4,1.0,MORTGAGE,Source Verified,debt_consolidation,0,-1.4130071605910897,-1.4637480985466498,-1.4967327577485163,-0.8520674232086727,2.5160257806187767,-0.4192923652956382,-0.8642547539304829,-0.4858997522144422,-0.35695864876539996,0.11719856887887763,1.01963876771522,0.4274497163523435
15000.0,10.89,490.3,34854.63,13.62,1.0,3.0,1.0,0.0,1537.71,3.3,4.0,36.0,C,C3,4.0,MORTGAGE,Verified,debt_consolidation,0,-0.3937053314902134,-0.2592483741378873,-0.24411010377775907,-0.6363049288635808,-0.13350558763873244,1.159368648618662,1.9354043128997176,-1.6725840491285295,-0.35695864876539996,-0.5166297769296572,-1.8286540411823327,-2.021389118793306
20000.0,12.4,668.11,350413.12,5.63,0.0,1.0,26.0,0.0,13897.13,49.0,43.0,36.0,C,C2,5.0,RENT,Verified,other,0,0.11594558306022466,0.004727617713670122,0.315200915514442,5.556951363404113,-1.002900069461217,-0.4192923652956382,0.06896493501291724,1.2941266931566888,-0.35695864876539996,0.31444570479468525,0.45899062255436607,1.7987994640339071
10000.0,19.2,367.57,17842.61,12.26,0.0,0.0,29.0,1.0,2111.67,49.7,29.0,36.0,D,D4,10.0,MORTGAGE,Source Verified,debt_consolidation,0,-0.9033562460406516,1.1934936737339288,-0.6301639893732366,-0.9701885138344173,-0.28148762709787867,-0.4192923652956382,-0.8642547539304829,1.650131982230915,2.079619158506955,-0.478035402477579,0.4940311316269196,0.4274497163523435
35000.0,7.99,1096.61,21275.18,8.8,0.0,0.0,1.0,0.0,9669.14,38.4,20.0,36.0,B,B2,1.0,RENT,Verified,debt_consolidation,0,1.644898326711539,-0.7662221333229978,1.6630709552574716,-0.902819748851579,-0.6579713451336479,-0.4192923652956382,-0.8642547539304829,-1.6725840491285295,-0.35695864876539996,0.03014605109121838,-0.07162280054429934,-0.4541322643000903
20000.0,9.74,642.91,52155.67,6.31,0.0,0.0,19.0,0.0,11279.18,14.2,19.0,36.0,B,B3,6.0,OTHER,Not Verified,credit_card,0,0.11594558306022466,-0.4602896924354312,0.23593294584927418,-0.2967489408666328,-0.9289090497316437,-0.4192923652956382,-0.8642547539304829,0.46344768531682773,-0.35695864876539996,0.13840879874405815,-1.283023257052573,-0.5520858177059162
10000.0,5.89,192.82,215819.07,3.44,0.0,1.0,8.0,0.0,53468.48,24.7,27.0,60.0,A,A3,6.0,RENT,Verified,major_purchase,0,-0.9033562460406516,-1.133341062388078,-1.179849612348953,2.9153635960640787,-1.2411946771196953,-0.4192923652956382,0.06896493501291724,-0.8419050412886684,-0.35695864876539996,2.975313185933166,-0.7574156209642724,0.23154260954069156
15000.0,15.12,520.86,91042.51,35.24,0.0,2.0,20.0,0.0,34957.63,36.1,27.0,36.0,D,D1,2.0,RENT,Verified,debt_consolidation,0,-0.3937053314902134,0.4802340401217735,-0.14798196278698428,0.46645716560322326,2.218973598469167,-0.4192923652956382,1.0021846239563175,0.5821161150082365,-0.35695864876539996,1.730601574799549,-0.18675590178268883,0.23154260954069156
5000.0,16.24,176.38,160593.25,12.97,1.0,0.0,3.0,0.0,11361.11,28.2,21.0,36.0,D,D1,10.0,RENT,Source Verified,debt_consolidation,0,-1.4130071605910897,0.676030802289816,-1.2315625258924194,1.8314832123968758,-0.2042322976743537,1.159368648618662,-0.8642547539304829,-1.435247189745712,-0.35695864876539996,0.14391795809115338,-0.5822130756015056,-0.3561787108942643
5000.0,4.83,149.47,41376.3,9.64,0.0,0.0,22.0,0.0,3633.15,46.8,29.0,36.0,A,A2,1.0,RENT,Verified,debt_consolidation,0,-1.4130071605910897,-1.3186487122971182,-1.3162093934991521,-0.5083084558053105,-0.5665706737029987,-0.4192923652956382,-0.8642547539304829,0.8194529743910539,-0.35695864876539996,-0.3757276304353673,0.34886330832634105,0.4274497163523435
35000.0,8.46,1104.22,20474.32,1.73,0.0,3.0,3.0,0.0,6054.78,65.2,12.0,36.0,B,B5,3.0,MORTGAGE,Verified,debt_consolidation,1,1.644898326711539,-0.6840574206274799,1.687008623874612,-0.9185376946251993,-1.4272603296749453,-0.4192923652956382,1.9354043128997176,-1.435247189745712,-0.35695864876539996,-0.2128917272288965,1.2699281182334585,-1.237760691546698
25000.0,17.01,891.44,39559.02,16.65,0.0,0.0,11.0,0.0,7830.97,46.0,24.0,36.0,E,E5,6.0,MORTGAGE,Not Verified,credit_card,0,0.6255964976106627,0.8106410762803459,1.0176975689002319,-0.5439749998897757,0.19618969145039494,-0.4192923652956382,-0.8642547539304829,-0.4858997522144422,-0.35695864876539996,-0.09345667607892665,0.30881701224342306,-0.06231805067678637
25000.0,5.46,754.45,49647.71,29.57,0.0,0.0,10.0,0.0,2650.4,32.4,17.0,36.0,A,A3,9.0,RENT,Source Verified,credit_card,0,0.6255964976106627,-1.2085130335775942,0.5867880782481952,-0.3459710012547265,1.602019066312285,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,-0.44180997326897903,-0.3719700211661854,-0.7479929245175683
20000.0,10.35,428.39,54593.5,37.52,0.0,0.0,12.0,0.0,10808.55,66.9,18.0,60.0,B,B2,9.0,MORTGAGE,Verified,debt_consolidation,1,0.11594558306022466,-0.35365038446890806,-0.4388513736972247,-0.24890327527551223,2.4670611352095007,-0.4192923652956382,-0.8642547539304829,-0.3672313225230335,-0.35695864876539996,0.10676256826043286,1.3550264974096597,-0.6500393711117423
35000.0,12.59,1172.39,46639.83,16.48,0.0,2.0,14.0,0.0,12079.09,14.3,28.0,36.0,C,C2,9.0,RENT,Not Verified,medical,0,1.644898326711539,0.03794313986717727,1.901441064036298,-0.4050046584901447,0.17769193651800183,-0.4192923652956382,1.0021846239563175,-0.12989446314021597,-0.35695864876539996,0.19219656456042483,-1.2780174700422082,0.32949616294651757
35000.0,10.64,1139.9,81921.29,7.31,0.0,1.0,13.0,0.0,12060.55,57.2,31.0,36.0,B,B2,1.0,RENT,Verified,debt_consolidation,1,1.644898326711539,-0.30295300855039686,1.799242003146564,0.2874410562342187,-0.8200987265999186,-0.4192923652956382,0.06896493501291724,-0.24856289283162472,-0.35695864876539996,0.1909498928370616,0.8694651574042771,0.6233568231639954
5000.0,9.87,105.92,32914.16,14.95,0.0,2.0,6.0,0.0,1529.74,47.1,10.0,60.0,B,B4,1.0,RENT,Source Verified,credit_card,0,-1.4130071605910897,-0.4375632825409264,-1.4531982855197099,-0.6743892410221815,0.01121214212646212,-0.4192923652956382,1.0021846239563175,-1.079241900671486,-0.35695864876539996,-0.5171656978377048,0.36388066935743557,-1.4336677983583501
10000.0,12.41,334.1,28310.53,11.15,0.0,1.0,24.0,0.0,4953.03,18.6,31.0,36.0,C,C4,6.0,RENT,Source Verified,debt_consolidation,0,-0.9033562460406516,0.006475803090170466,-0.735445693527727,-0.7647416205914092,-0.40226708577409365,-0.4192923652956382,0.06896493501291724,1.0567898337738715,-0.35695864876539996,-0.2869759004336095,-1.062768628596523,0.6233568231639954
15000.0,4.56,280.05,23313.01,10.06,1.0,0.0,28.0,0.0,14789.09,10.2,40.0,60.0,A,A2,1.0,MORTGAGE,Not Verified,credit_card,0,-0.3937053314902134,-1.3658497174626285,-0.9054629062421046,-0.8628246168236883,-0.5208703379876741,1.159368648618662,-0.8642547539304829,1.5314635525395064,-0.35695864876539996,0.3744231217510509,-1.4832547374671636,1.5049388038164293
15000.0,11.77,496.57,62537.3,0.29,0.0,0.0,3.0,0.0,11889.62,60.2,6.0,36.0,C,C1,4.0,RENT,Verified,debt_consolidation,0,-0.3937053314902134,-0.10540806100585401,-0.224387477992021,-0.09299560397655234,-1.5839471949846298,-0.4192923652956382,-0.8642547539304829,-1.435247189745712,-0.35695864876539996,0.17945617127964705,1.01963876771522,-1.825482011981654
20000.0,13.79,681.51,58338.97,25.69,1.0,0.0,17.0,0.0,4298.69,36.2,26.0,36.0,D,D3,5.0,RENT,Source Verified,major_purchase,1,0.11594558306022466,0.24772538504722283,0.3573513438284597,-0.17539343041283753,1.1798350125611914,1.159368648618662,-0.8642547539304829,0.22611082593401022,-0.35695864876539996,-0.33097520871114244,-0.181750114772324,0.1335890561348656
10000.0,12.1,332.62,116307.85,17.05,1.0,0.0,9.0,0.0,4843.78,38.4,24.0,36.0,C,C4,5.0,OTHER,Source Verified,medical,0,-0.9033562460406516,-0.047717943581341425,-0.7401011139683799,0.9623231647442468,0.23971382070308525,1.159368648618662,-0.8642547539304829,-0.7232366115972596,-0.35695864876539996,-0.2943221186524567,-0.07162280054429934,-0.06231805067678637
30000.0,5.72,576.09,159994.25,4.46,0.0,1.0,28.0,0.0,3257.11,3.9,37.0,60.0,A,A2,3.0,MORTGAGE,Verified,debt_consolidation,0,1.135247412161101,-1.1630602137885844,0.0257470040625083,1.8197270383859394,-1.1302081475253356,-0.4192923652956382,0.06896493501291724,1.5314635525395064,-0.35695864876539996,-0.40101341440804733,-1.798619319120144,1.2110781435989513
5000.0,22.07,138.29,53038.18,25.87,0.0,2.0,23.0,0.0,9800.7,52.2,23.0,60.0,E,E1,5.0,MORTGAGE,Verified,home_improvement,1,-1.4130071605910897,1.6952228767895383,-1.351376691152191,-0.2794285049294182,1.1994208707249019,-0.4192923652956382,1.0021846239563175,0.9381214040824627,-0.35695864876539996,0.03899244439896709,0.6191758068860388,-0.16027160408261235
30000.0,6.29,916.61,55075.77,35.3,1.0,1.0,19.0,0.0,839.45,3.4,26.0,36.0,A,A2,6.0,OWN,Not Verified,debt_consolidation,0,1.135247412161101,-1.0634136473280627,1.0968711719348456,-0.23943808322166535,2.2255022178570703,1.159368648618662,0.06896493501291724,0.46344768531682773,-0.35695864876539996,-0.5635823657945747,-1.8236482541719679,0.1335890561348656
15000.0,14.7,517.78,46922.39,6.95,1.0,3.0,2.0,0.0,1767.25,7.1,13.0,36.0,D,D5,4.0,RENT,Verified,credit_card,1,-0.3937053314902134,0.4068102543087575,-0.15767027019050492,-0.3994590415810793,-0.8592704429273396,1.159368648618662,1.9354043128997176,-1.5539156194371209,-0.35695864876539996,-0.5011949858087951,-1.6384341347884712,-1.139807138140872
5000.0,6.84,154.02,18477.14,16.71,1.0,3.0,24.0,0.0,2696.55,44.7,39.0,36.0,B,B2,4.0,NONE,Not Verified,other,0,-1.4130071605910897,-0.9672634516205417,-1.3018971211984969,-0.9577350161797269,0.2027183108382987,1.159368648618662,1.9354043128997176,1.0567898337738715,-0.35695864876539996,-0.43870674241497626,0.24374178110868122,1.4069852504106033
30000.0,15.69,1050.13,37432.04,10.91,0.0,3.0,28.0,0.0,9319.55,33.3,45.0,36.0,D,D5,5.0,MORTGAGE,Not Verified,credit_card,0,1.135247412161101,0.5798806065822952,1.516865588986163,-0.5857198195855713,-0.4283815633257077,-0.4192923652956382,1.9354043128997176,1.5314635525395064,-0.35695864876539996,0.006638825213627603,-0.32691793807290254,1.9947065708455591
15000.0,10.22,485.56,162207.59,3.18,0.0,2.0,28.0,1.0,25004.66,53.9,29.0,36.0,B,B4,4.0,MORTGAGE,Verified,home_improvement,1,-0.3937053314902134,-0.3763767943634128,-0.2590200314052549,1.8631667882780363,-1.2694853611339438,-0.4192923652956382,1.0021846239563175,1.5314635525395064,2.079619158506955,1.0613412585923219,0.7042741860622396,0.4274497163523435
25000.0,5.17,473.73,34790.8,14.94,0.0,1.0,17.0,0.0,7595.91,38.4,25.0,60.0,A,A3,3.0,MORTGAGE,Source Verified,small_business,0,0.6255964976106627,-1.2592104094961052,-0.29623193938695863,-0.6375576777569332,0.01012403889514489,-0.4192923652956382,0.06896493501291724,0.22611082593401022,-0.35695864876539996,-0.10926264454137263,-0.07162280054429934,0.03563550272903961
30000.0,13.31,1015.3,53038.18,21.06,0.0,0.0,19.0,0.0,1370.29,20.6,26.0,36.0,C,C1,5.0,NONE,Not Verified,home_improvement,0,1.135247412161101,0.16381248697520479,1.4073059309132343,-0.2794285049294182,0.6760432164613032,-0.4192923652956382,-0.8642547539304829,0.46344768531682773,-0.35695864876539996,-0.5278874781122603,-0.9626528883892278,0.1335890561348656
5000.0,5.23,150.37,52237.88,15.0,0.0,0.0,4.0,1.0,3965.9,40.6,23.0,36.0,A,A4,5.0,OWN,Not Verified,car,0,-1.4130071605910897,-1.248721297237103,-1.313378394582539,-0.29513545995605,0.01665265828304846,-0.4192923652956382,-0.8642547539304829,-1.3165787600543033,2.079619158506955,-0.3533527644186954,0.038504513683725684,-0.16027160408261235
10000.0,10.08,323.05,102557.99,28.65,3.0,3.0,2.0,0.0,1792.05,30.6,6.0,36.0,B,B2,3.0,MORTGAGE,Source Verified,credit_card,0,-0.9033562460406516,-0.40085138963441824,-0.7702040691150328,0.6924638211949737,1.5019135690310976,4.316690676447263,1.9354043128997176,-1.5539156194371209,-0.35695864876539996,-0.49952737746254866,-0.462074187352751,-1.825482011981654
5000.0,13.6,169.92,43770.98,14.31,0.0,0.0,6.0,0.0,3771.15,25.7,18.0,36.0,D,D2,4.0,RENT,Source Verified,credit_card,1,-1.4130071605910897,0.21450986289371568,-1.2518828070049983,-0.46130966652232336,-0.05842646467784189,-0.4192923652956382,-0.8642547539304829,-1.079241900671486,-0.35695864876539996,-0.36644819689577085,-0.7073577508606247,-0.6500393711117423
5000.0,21.91,137.84,59241.68,3.23,0.0,0.0,10.0,0.0,1803.4,49.9,12.0,60.0,E,E4,1.0,MORTGAGE,Verified,small_business,0,-1.4130071605910897,1.6672519107655321,-1.3527921906104974,-0.1576765425306799,-1.2640448449773574,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,-0.49876417767505293,0.5040427056476489,-1.237760691546698
35000.0,4.0,1033.34,15000.0,7.79,1.0,0.0,6.0,0.0,3322.62,46.8,17.0,36.0,A,A4,4.0,RENT,Source Verified,house,0,1.644898326711539,-1.4637480985466498,1.4640517314195685,-1.025978526864848,-0.7678697714966904,1.159368648618662,-0.8642547539304829,-1.079241900671486,-0.35695864876539996,-0.3966083731676201,0.34886330832634105,-0.7479929245175683
30000.0,20.69,806.38,53038.18,24.04,0.0,0.0,14.0,2.0,1994.04,57.4,18.0,60.0,E,E2,7.0,MORTGAGE,Not Verified,major_purchase,1,1.135247412161101,1.453973294832486,0.7501367157367728,-0.2794285049294182,1.0002979793938445,-0.4192923652956382,-0.8642547539304829,-0.12989446314021597,4.51619696577931,-0.48594511093600457,0.8794767314250064,-0.6500393711117423
15000.0,15.59,524.32,63246.31,1.08,0.0,2.0,6.0,0.0,47257.07,60.2,14.0,36.0,D,D2,7.0,MORTGAGE,Not Verified,credit_card,0,-0.3937053314902134,0.5623987528172915,-0.13709834472978258,-0.07908033697238875,-1.4979870397105668,-0.4192923652956382,1.0021846239563175,-1.079241900671486,-0.35695864876539996,2.557643865047768,1.01963876771522,-1.041853584735046
25000.0,19.33,920.58,100637.1,8.17,0.0,3.0,24.0,1.0,7765.8,75.0,41.0,36.0,E,E3,5.0,RENT,Verified,small_business,1,0.6255964976106627,1.2162200836284336,1.1093590227114614,0.6547637926542931,-0.7265218487066348,-0.4192923652956382,1.9354043128997176,1.0567898337738715,2.079619158506955,-0.09783885494686506,1.7604952452492055,1.6028923572222553
35000.0,15.64,1224.28,15000.0,14.64,0.0,0.0,16.0,0.0,1905.65,42.5,19.0,36.0,D,D5,3.0,RENT,Source Verified,debt_consolidation,1,1.644898326711539,0.5711396796997935,2.0646638793508036,-1.025978526864848,-0.02251905804437256,-0.4192923652956382,-0.8642547539304829,0.10744239624260149,-0.35695864876539996,-0.49188865536038817,0.1336144668806562,-0.5520858177059162
